1969,class,1970,class,1971,class,1972,class,1973,class,1974,class,1975,class,1976,class,1977,class,1978,class,1979,class
90.001,class6,177.238,class12,90.154,class6,129.372,class9,64.493,class5,125.632,class8,115.787,class8,107.024,class16,144.454,class10,71.712,class5,90.952,class6
98.678,class7,78.401,class5,155.922,class10,180.979,class12,128.767,class9,77.47,class5,133.895,class9,105.477,class16,116.565,class8,164.017,class11,125.001,class8
111.057,class7,77.941,class5,90.792,class6,147.753,class10,159.595,class10,164.134,class11,76.231,class5,115.901,class16,82.275,class6,98.636,class7,113.683,class8
115.854,class8,84.225,class6,104.775,class7,128.322,class9,104.258,class7,148.322,class10,98.821,class7,201.77,class16,100.73,class7,119.601,class8,113.597,class8
153.507,class10,105.205,class7,141.027,class9,112.914,class8,147.638,class10,117.108,class8,93.656,class6,145.426,class16,141.636,class9,147.073,class10,172.942,class11
185.516,class12,142.515,class9,132.786,class9,77.767,class5,107.496,class7,181.351,class12,72.529,class5,121.713,class16,127.534,class8,77.412,class5,133.416,class9
129.398,class9,91.019,class6,174.875,class11,114.221,class8,113.63,class8,78.714,class5,89.549,class6,106.894,class16,133.893,class9,148.106,class10,180.342,class12
93.814,class6,71.502,class5,127.868,class8,148.913,class10,100.005,class7,165.425,class11,129.408,class9,100.973,class16,102.037,class7,108.006,class7,113.203,class8
161.846,class11,118.361,class8,80.177,class6,99.346,class7,109.728,class7,64.501,class5,121.383,class8,130.41,class16,140.709,class9,179.841,class12,143,class9
82.376,class6,101.398,class7,141.776,class9,133.895,class9,105.698,class7,151.355,class10,142.595,class9,139.687,class16,133.524,class9,119.016,class8,111.427,class7
97.493,class7,140.631,class9,125.521,class8,106.694,class7,143.371,class9,160.698,class11,138.963,class9,83.58,class16,85.583,class6,161.232,class11,109.233,class7
78.956,class5,121.703,class8,94.463,class6,84.809,class6,91.002,class6,135.319,class9,117.18,class8,167.444,class16,86.955,class6,83.171,class6,123.594,class8
80.288,class6,139.481,class9,156.445,class10,102.204,class7,130.418,class9,96.333,class7,106.849,class7,93.69,class16,82.676,class6,139.872,class9,105.38,class7
147.257,class10,139.866,class9,92.505,class6,124.255,class8,72.775,class5,169.523,class11,98.341,class7,93.435,class16,147.04,class10,111.855,class7,84.357,class6
107.19,class7,103.23,class7,171.191,class11,110.367,class7,137.147,class9,163.243,class11,101.279,class7,81.004,class16,129.604,class9,116.099,class8,95.383,class6
77.202,class5,94.32,class6,100.073,class7,100.651,class7,80.177,class6,83.6,class6,102.166,class7,104.74,class16,143.92,class9,94.01,class6,119.731,class8
118.461,class8,120.483,class8,93.601,class6,79.711,class5,145.674,class10,107.102,class7,89.439,class6,80.078,class16,100.328,class7,121.531,class8,94.1,class6
99.796,class7,121.976,class8,90.443,class6,85.939,class6,103.271,class7,122,class8,76.015,class5,101.837,class16,155.825,class10,88.263,class6,133.944,class9
118.354,class8,94.021,class6,141.972,class9,75.381,class5,113.362,class8,130.222,class9,79.278,class5,83.406,class16,121.135,class8,126.809,class8,111.296,class7
82.752,class6,107.856,class7,116.335,class8,131.602,class9,78.608,class5,127.608,class8,84.991,class6,130.006,class16,134.003,class9,135.923,class9,159.055,class10
135.487,class9,87.646,class6,86.383,class6,187.888,class12,120.725,class8,83.636,class6,101.538,class7,119.201,class16,114.366,class8,145.209,class10,127.111,class8
108.973,class7,121.089,class8,75.151,class5,91.815,class6,126.295,class8,106.366,class7,158.856,class10,132.988,class16,133.156,class9,106.844,class7,116.984,class8
89.063,class6,122.994,class8,132.962,class9,93.036,class6,144.036,class10,64.956,class5,73.385,class5,117.864,class16,91.691,class6,122.484,class8,117.538,class8
74.089,class5,146.795,class10,65.314,class5,76.279,class5,68.474,class5,98.204,class7,91.085,class6,74.455,class16,138.399,class9,87.409,class6,117.227,class8
127.242,class8,132.297,class9,143.217,class9,138.01,class9,91.445,class6,92.601,class6,83.509,class6,90.558,class16,115.753,class8,82.357,class6,132.029,class9
76.353,class5,113.897,class8,114.859,class8,124.263,class8,97.118,class7,81.255,class6,119.388,class8,108.855,class16,153.357,class10,124.954,class8,109.436,class7
114.214,class8,137.459,class9,80.06,class6,103.149,class7,106.379,class7,90.928,class6,140.485,class9,111.654,class16,147.189,class10,74.832,class5,125.049,class8
96.679,class7,77.877,class5,137.623,class9,68.245,class5,94.79,class6,86.232,class6,83.123,class6,82.396,class16,91.185,class6,140.902,class9,76.08,class5
155.1,class10,91.688,class6,79.749,class5,152.539,class10,103.007,class7,107.231,class7,133.338,class9,121.823,class16,115.1,class8,85.337,class6,77.15,class5
89.704,class6,87.452,class6,77.34,class5,89.357,class6,134.687,class9,147.921,class10,131.902,class9,88.744,class16,83.122,class6,115.152,class8,94.751,class6
120.719,class8,75.945,class5,78.168,class5,117.726,class8,105.422,class7,206.5,class13,78.727,class5,126.585,class16,122.722,class8,103.313,class7,108.958,class7
120.217,class8,84.065,class6,109.011,class7,108.344,class7,151.259,class10,123.509,class8,134.022,class9,103.711,class16,181.743,class12,91.318,class6,98.894,class7
99.664,class7,98.423,class7,166.135,class11,121.35,class8,117.581,class8,86.987,class6,72.125,class5,147.954,class16,84.737,class6,118.771,class8,134.659,class9
133.569,class9,96.215,class7,111.989,class7,171.823,class11,118.284,class8,170.296,class11,113.539,class8,148.462,class16,139.115,class9,81.57,class6,129.486,class9
84.629,class6,149.656,class10,105.665,class7,85.27,class6,114.608,class8,135.774,class9,124.805,class8,134.193,class16,90.126,class6,119.268,class8,188.174,class12
118.938,class8,104.193,class7,103.296,class7,119.349,class8,97.847,class7,125.093,class8,134.43,class9,115.72,class16,87.636,class6,102.945,class7,131.166,class9
69.482,class5,100.727,class7,115.323,class8,136.634,class9,115.4,class8,81.215,class6,129.33,class9,113.496,class16,87.539,class6,105.353,class7,95.581,class6
189.384,class12,102.475,class7,93.509,class6,103.798,class7,138.291,class9,153.711,class10,173.151,class11,119.286,class16,108.652,class7,163.594,class11,141.705,class9
116.009,class8,136.084,class9,82.345,class6,146.189,class10,106.192,class7,138.375,class9,72.609,class5,138.028,class16,120.195,class8,98.769,class7,128.045,class9
112.509,class8,121.743,class8,141.973,class9,97.235,class7,117.015,class8,114.276,class8,73.185,class5,111.644,class16,97.945,class7,94.83,class6,96.785,class7
134.618,class9,126.195,class8,78.08,class5,132.131,class9,175.535,class11,87.406,class6,183.067,class12,132.639,class16,93.616,class6,91.199,class6,154.939,class10
122.772,class8,109.134,class7,127.511,class8,96.106,class7,76.929,class5,122.475,class8,137.003,class9,90.328,class16,133.351,class9,124.358,class8,92.46,class6
114.754,class8,140.76,class9,156.705,class10,98.024,class7,161.198,class11,177.227,class12,120.424,class8,143.493,class16,150.92,class10,126.581,class8,98.993,class7
116.428,class8,90.684,class6,100.757,class7,84.09,class6,143.466,class9,134.885,class9,109.994,class7,123.886,class16,119.077,class8,129.094,class9,117.35,class8
167.571,class11,99.362,class7,163.779,class11,95.771,class6,93.914,class6,128.949,class9,132.134,class9,98.024,class16,109.222,class7,168.532,class11,151.39,class10
92.794,class6,82.881,class6,124.334,class8,86.732,class6,134.781,class9,78.136,class5,144.103,class10,92.345,class16,171.206,class11,173.322,class11,122.902,class8
120.763,class8,77.354,class5,127.769,class8,130.167,class9,70.141,class5,93.149,class6,112.814,class8,85.315,class16,133.405,class9,121.403,class8,184.327,class12
96.668,class7,82.809,class6,98.006,class7,82.416,class6,71.1,class5,177.421,class12,163.909,class11,71.217,class16,112.168,class8,133.584,class9,137.655,class9
108.869,class7,121.352,class8,86.298,class6,97.505,class7,82.3,class6,113.91,class8,128.555,class9,118.483,class16,176.455,class12,139.906,class9,129.72,class9
103.624,class7,133.894,class9,119.947,class8,111.323,class7,114.956,class8,147.455,class10,140.756,class9,76.238,class16,115.743,class8,131.854,class9,117.644,class8
89.358,class6,103.495,class7,169.115,class11,121.942,class8,88.559,class6,97.144,class7,104.088,class7,120.946,class16,130.744,class9,171.772,class11,134.332,class9
89.791,class6,128.364,class9,120.887,class8,117.293,class8,141.58,class9,117.616,class8,123.097,class8,90.104,class16,101.345,class7,112.643,class8,120.792,class8
110.07,class7,145.699,class10,122.052,class8,172.881,class11,135.319,class9,115.471,class8,112.375,class8,83.345,class16,72.772,class5,132.962,class9,138.904,class9
90.851,class6,137.029,class9,161.619,class11,112.642,class8,141.86,class9,99.536,class7,160.187,class11,143.901,class16,109.995,class7,93.649,class6,108.248,class7
97.494,class7,142.003,class9,89.976,class6,182.229,class12,129.631,class9,93.574,class6,119.006,class8,92.276,class16,112.982,class8,127.154,class8,106.887,class7
205.615,class13,143.906,class9,99.878,class7,97.601,class7,174.998,class11,95.933,class6,129.08,class9,80.558,class16,116.777,class8,188.433,class12,105.688,class7
80.948,class6,126.323,class8,84.003,class6,122.539,class8,104.997,class7,124.072,class8,149.393,class10,116.367,class16,118.572,class8,140.578,class9,102.217,class7
83.145,class6,96.033,class7,95.677,class6,149.848,class10,105.776,class7,185.748,class12,72.057,class5,122.54,class16,80.732,class6,106.338,class7,88.82,class6
126.436,class8,99.476,class7,126.782,class8,112.738,class8,88.826,class6,102.861,class7,150.969,class10,107.74,class16,123.043,class8,128.335,class9,161.883,class11
171.584,class11,81.909,class6,92.225,class6,74.43,class5,124.629,class8,121.617,class8,86.757,class6,91.988,class16,105.459,class7,142.251,class9,178.04,class12
85.936,class6,101.028,class7,99.498,class7,95.546,class6,82.54,class6,98.517,class7,112.285,class8,105.706,class16,99.536,class7,146.78,class10,121.938,class8
95.915,class6,106.157,class7,92.735,class6,92.573,class6,109.338,class7,79.328,class5,113.555,class8,144.62,class16,117.373,class8,168.227,class11,94.221,class6
69.022,class5,132.421,class9,164.368,class11,129.738,class9,142.436,class9,73.447,class5,91.497,class6,147.051,class16,159.3,class10,93.936,class6,120.339,class8
168.829,class11,163.166,class11,89.095,class6,124.533,class8,52.039,class4,154.075,class10,112.936,class8,103.209,class16,160.104,class11,118.652,class8,136.797,class9
142.42,class9,169.457,class11,201.799,class13,111.32,class7,91.169,class6,130.777,class9,105.632,class7,103.575,class16,142.912,class9,83.065,class6,104.932,class7
147.882,class10,102.595,class7,165.765,class11,168.632,class11,139.856,class9,115.04,class8,104.77,class7,157.282,class16,89.426,class6,66.403,class5,98.615,class7
89.766,class6,101.915,class7,104.1,class7,114.39,class8,94.617,class6,106.878,class7,173.826,class11,140.769,class16,136.611,class9,80.214,class6,145.711,class10
124.147,class8,114.564,class8,142.345,class9,125.426,class8,136.066,class9,143.767,class9,126.051,class8,127.342,class16,89.723,class6,127.829,class8,133.988,class9
134.34,class9,88.053,class6,151.683,class10,132.67,class9,206.899,class13,88.331,class6,168.55,class11,96.002,class16,79.516,class5,78.507,class5,107.047,class7
109.021,class7,102.815,class7,130.942,class9,125.423,class8,92.864,class6,87.677,class6,115.174,class8,96.761,class16,184.666,class12,122.138,class8,83.898,class6
73.995,class5,89.96,class6,141.076,class9,135.058,class9,169.027,class11,173.324,class11,89.228,class6,116.167,class16,125.265,class8,107.084,class7,129.516,class9
158.394,class10,89.426,class6,83.827,class6,89.236,class6,168.455,class11,83.564,class6,115.35,class8,126.245,class16,174.066,class11,124.372,class8,192.032,class13
96.958,class7,112.28,class8,186.289,class12,126.333,class8,120.245,class8,80.853,class6,108.56,class7,80.496,class16,127.162,class8,91.557,class6,152.846,class10
96.564,class7,78.841,class5,148.773,class10,137.184,class9,96.392,class7,59.371,class4,141.16,class9,120.653,class16,158.058,class10,83.367,class6,111.815,class7
79.931,class5,94.687,class6,134.686,class9,108.516,class7,79.778,class5,98.416,class7,145.431,class10,139.826,class16,75.407,class5,104.876,class7,197.548,class13
125.354,class8,82.452,class6,127.578,class8,110.018,class7,76.115,class5,104.276,class7,124.988,class8,111.3,class16,124.668,class8,112.418,class8,79.405,class5
100.407,class7,81.731,class6,185.215,class12,104.566,class7,76.637,class5,183.805,class12,83.587,class6,136.894,class16,132.602,class9,132.967,class9,110.193,class7
108.739,class7,137.189,class9,144.587,class10,87.367,class6,133.671,class9,151.079,class10,110.15,class7,181.04,class16,136.534,class9,134.04,class9,85.115,class6
97.411,class7,172.444,class11,106.759,class7,114.843,class8,121.825,class8,133.792,class9,91.049,class6,120.007,class16,85.995,class6,94.802,class6,103.152,class7
135.262,class9,119.729,class8,107.692,class7,118.315,class8,116.962,class8,71.894,class5,162.199,class11,141.864,class16,110.091,class7,135.388,class9,175.183,class11
147.978,class10,133.59,class9,111.415,class7,158.777,class10,127.29,class8,131.4,class9,133.676,class9,77.737,class16,151.744,class10,85.722,class6,136.025,class9
83.672,class6,76.993,class5,124.446,class8,71.873,class5,111.436,class7,155.045,class10,166.948,class11,154.647,class16,175.19,class11,127.92,class8,68.793,class5
101.067,class7,106.311,class7,146.845,class10,128.808,class9,101.963,class7,174.585,class11,134.802,class9,140.052,class16,91.688,class6,170.753,class11,127.581,class8
124.108,class8,90.831,class6,171.438,class11,105.38,class7,135.22,class9,127.58,class8,125.607,class8,143.473,class16,117.086,class8,85.834,class6,143.641,class9
141.702,class9,129.713,class9,78.046,class5,126.742,class8,183.512,class12,106.719,class7,101.847,class7,160.457,class16,74.447,class5,125.315,class8,204.369,class13
109.538,class7,100.364,class7,88.117,class6,123.609,class8,125.172,class8,107.729,class7,87.239,class6,121.262,class16,97.995,class7,76.983,class5,87.736,class6
123.826,class8,128.17,class9,111.967,class7,137.83,class9,132.25,class9,177.303,class12,125.403,class8,153.03,class16,115.745,class8,119.992,class8,145.066,class10
138.796,class9,117.006,class8,88.124,class6,112.262,class8,141.967,class9,88.237,class6,91.028,class6,128.033,class16,116.595,class8,87.895,class6,147.458,class10
121.283,class8,136.085,class9,124.626,class8,129.035,class9,102.158,class7,97.228,class7,113.264,class8,121.932,class16,110.356,class7,121.64,class8,91.032,class6
124.397,class8,144.338,class10,125.827,class8,93.414,class6,138.074,class9,183.158,class12,109.003,class7,117.02,class16,83.232,class6,102.658,class7,119.491,class8
89.5,class6,137.749,class9,126.106,class8,97.197,class7,181.451,class12,98.158,class7,91.908,class6,89.128,class16,128.442,class9,82.836,class6,137.355,class9
133.041,class9,75.722,class5,109.965,class7,132.131,class9,106.736,class7,129.253,class9,106.017,class7,128.806,class16,136.974,class9,93.389,class6,145.206,class10
104.455,class7,147.909,class10,95.004,class6,168.166,class11,105.753,class7,120.233,class8,112.69,class8,91.106,class16,77.866,class5,74.497,class5,111.854,class7
101.458,class7,109.812,class7,90.443,class6,159.2,class10,113.243,class8,120.669,class8,111.063,class7,139.187,class16,179.733,class12,138.449,class9,113.75,class8
80.723,class6,81.258,class6,129.15,class9,153.061,class10,168.104,class11,169.003,class11,126.345,class8,112.002,class16,133.347,class9,117.58,class8,120.863,class8
66.942,class5,117.065,class8,97.712,class7,92.131,class6,134.36,class9,121.733,class8,102.41,class7,84.282,class16,102.337,class7,113.021,class8,82.253,class6
72.398,class5,92.125,class6,111.868,class7,178.077,class12,104.387,class7,108.128,class7,93.185,class6,143.271,class16,104.628,class7,132.248,class9,115.003,class8
134.361,class9,80.983,class6,142.469,class9,102.268,class7,122.556,class8,96.12,class7,119.596,class8,107.018,class16,105.733,class7,99.048,class7,157.197,class10
114.448,class8,130.009,class9,118.104,class8,169.001,class11,104.611,class7,125.991,class8,106.137,class7,108.029,class16,103.955,class7,82.009,class6,83.364,class6
120.375,class8,160.793,class11,89.586,class6,120.13,class8,168.986,class11,111.691,class7,105.681,class7,108.401,class16,158.416,class10,175.115,class11,124.665,class8
88.104,class6,116.449,class8,199.943,class13,141.057,class9,108.234,class7,176.972,class12,132.142,class9,121.228,class16,131.231,class9,147.111,class10,77.832,class5
102.316,class7,110.611,class7,86.859,class6,137.112,class9,140.973,class9,148.063,class10,164.988,class11,107.226,class16,69.208,class5,146.772,class10,167.717,class11
105.755,class7,115.281,class8,136.436,class9,93.818,class6,97.484,class7,155.538,class10,97.513,class7,92.817,class16,64.921,class5,120.294,class8,105.273,class7
86.084,class6,81.086,class6,81.889,class6,69.47,class5,139.903,class9,157.607,class10,95.627,class6,146.29,class16,126.731,class8,140.306,class9,143.364,class9
87.502,class6,96.052,class7,93.82,class6,149.546,class10,145.347,class10,141.772,class9,131.495,class9,127.874,class16,111.396,class7,208.615,class14,113.876,class8
116.593,class8,89.914,class6,121.362,class8,74.566,class5,126.921,class8,145.265,class10,122.115,class8,134.586,class16,144.767,class10,116.615,class8,112.304,class8
167.244,class11,81.849,class6,167.759,class11,178.579,class12,171.128,class11,142.597,class9,118.947,class8,126.531,class16,122.448,class8,186.593,class12,92.734,class6
160.667,class11,143.508,class9,96.563,class7,73.21,class5,136.842,class9,139.672,class9,155.886,class10,106.364,class16,79.374,class5,96.968,class7,145.009,class10
150.086,class10,114.992,class8,126.915,class8,129.093,class9,86.931,class6,107.357,class7,122.026,class8,96.807,class16,81.251,class6,125.211,class8,132.013,class9
93.545,class6,102.873,class7,162.877,class11,112.652,class8,78.048,class5,112.36,class8,111.237,class7,133.564,class16,103.223,class7,136.861,class9,132.991,class9
129.863,class9,105.648,class7,131.325,class9,92.655,class6,116.474,class8,94.719,class6,142.109,class9,142.051,class16,134.752,class9,141.254,class9,132.053,class9
125.549,class8,86.554,class6,157.544,class10,93.649,class6,119.929,class8,152.954,class10,109.729,class7,134.081,class16,142.153,class9,167.842,class11,90.779,class6
113.296,class8,184.467,class12,76.631,class5,131.377,class9,107.341,class7,99.209,class7,180.428,class12,121.844,class16,111.268,class7,89.374,class6,96.189,class7
137.851,class9,113.663,class8,138.328,class9,135.611,class9,88.259,class6,173.896,class11,114.977,class8,118.063,class16,118.028,class8,110.543,class7,113.12,class8
126.221,class8,97.975,class7,121.16,class8,134.181,class9,147.947,class10,176.505,class12,81.173,class6,100.677,class16,181.521,class12,136.485,class9,136.7,class9
133.974,class9,117.968,class8,130.704,class9,119.754,class8,82.905,class6,112.721,class8,157.67,class10,89.868,class16,117.505,class8,137.155,class9,88.322,class6
90.999,class6,113.311,class8,114.283,class8,72.927,class5,103.949,class7,134.985,class9,138.788,class9,176.478,class16,127.125,class8,131.345,class9,140.035,class9
144.476,class10,135.82,class9,113.524,class8,125.187,class8,155.018,class10,97.058,class7,157.216,class10,130.156,class16,126.402,class8,152.09,class10,156.71,class10
116.587,class8,127.064,class8,108.449,class7,94.565,class6,171.339,class11,132.538,class9,127.438,class8,111.385,class16,116.079,class8,103.729,class7,84.193,class6
152.691,class10,175.332,class11,147.085,class10,106.853,class7,113.565,class8,85.483,class6,123.831,class8,137.764,class16,124.732,class8,116.635,class8,117.587,class8
101.42,class7,105.36,class7,132.388,class9,86.795,class6,134.668,class9,112.544,class8,93.814,class6,79.287,class16,143.214,class9,106.087,class7,150.96,class10
146,class10,94.141,class6,149.196,class10,99.868,class7,144.853,class10,107.34,class7,145.35,class10,140.87,class16,136.7,class9,157.016,class10,111.857,class7
90.327,class6,133.873,class9,79.701,class5,94.032,class6,125.868,class8,124.43,class8,140.469,class9,126.421,class16,164.276,class11,105.738,class7,78.494,class5
74.584,class5,164.099,class11,112.599,class8,110.102,class7,159.52,class10,138.937,class9,123.965,class8,117.372,class16,147.993,class10,103.931,class7,61.394,class4
105.302,class7,92.328,class6,129.806,class9,87.955,class6,150.125,class10,119.188,class8,95.107,class6,87.956,class16,124.299,class8,82.286,class6,191.335,class12
124.825,class8,158.964,class10,106.651,class7,88.068,class6,94.567,class6,79.538,class5,78.866,class5,75.102,class16,96.088,class7,98.686,class7,95.216,class6
115.693,class8,88.793,class6,167.201,class11,126.641,class8,114.627,class8,92.25,class6,102.297,class7,198.389,class16,113.54,class8,162.511,class11,131.472,class9
91.439,class6,142.789,class9,76.316,class5,105.873,class7,88.352,class6,79.379,class5,148.555,class10,109.201,class16,181.511,class12,154.4,class10,100.63,class7
81.924,class6,109.889,class7,94.136,class6,81.156,class6,139.781,class9,141.525,class9,106.531,class7,105.073,class16,144.866,class10,112.96,class8,81.814,class6
148.331,class10,114.42,class8,88.046,class6,184.389,class12,140.665,class9,181.361,class12,97.983,class7,85.235,class16,144.956,class10,137.341,class9,152.188,class10
98.923,class7,118.219,class8,137.365,class9,161.835,class11,80.685,class6,84.469,class6,119.333,class8,112.489,class16,156.302,class10,93.699,class6,134.261,class9
78.459,class5,80.321,class6,137.444,class9,118.959,class8,152.025,class10,147.262,class10,110.711,class7,113.254,class16,108.2,class7,95.976,class6,94.261,class6
90.111,class6,122.257,class8,112.043,class8,116.334,class8,154.071,class10,110.327,class7,153.113,class10,119.023,class16,111.254,class7,183.665,class12,84.476,class6
115.941,class8,138.159,class9,101.434,class7,119.137,class8,83.451,class6,109.106,class7,113.048,class8,101.04,class16,78.692,class5,129.997,class9,73.36,class5
119.033,class8,115.344,class8,119.961,class8,98.011,class7,147.692,class10,88.317,class6,127.184,class8,97.548,class16,131.252,class9,95.69,class6,133.998,class9
125.622,class8,154.453,class10,89.145,class6,109.102,class7,113.619,class8,149.648,class10,129.387,class9,99.677,class16,139.38,class9,110.932,class7,141.102,class9
96.225,class7,81.377,class6,70.283,class5,121.458,class8,175.087,class11,129.966,class9,208.788,class14,157.725,class16,114.14,class8,99.731,class7,80.008,class6
118.264,class8,90.874,class6,127.403,class8,129.02,class9,115.691,class8,108.551,class7,119.914,class8,121.707,class16,122.473,class8,128.51,class9,160.004,class11
102.48,class7,178.609,class12,167.054,class11,49.45,class4,124.684,class8,111.329,class7,146.359,class10,133.843,class16,123.484,class8,75.271,class5,126.806,class8
129.583,class9,80.867,class6,110.726,class7,118.212,class8,146.047,class10,136.368,class9,128.927,class9,174.477,class16,132.072,class9,127.222,class8,147.458,class10
79.654,class5,160.97,class11,167.913,class11,95.278,class6,86.761,class6,103.424,class7,97.368,class7,127.979,class16,128.424,class9,93.606,class6,79.217,class5
118.728,class8,106.154,class7,113.71,class8,93.519,class6,171.302,class11,88.422,class6,99.77,class7,100.982,class16,96.246,class7,90.943,class6,129.905,class9
97.061,class7,184.099,class12,83.747,class6,138.807,class9,128.871,class9,102.849,class7,128.428,class9,120.777,class16,103.096,class7,131.502,class9,113.209,class8
200.547,class13,136.686,class9,109.389,class7,130.826,class9,107.665,class7,123.196,class8,103.721,class7,163.363,class16,150.793,class10,102.697,class7,80.513,class6
90.241,class6,109.297,class7,100.05,class7,133.32,class9,71.544,class5,116.401,class8,154.748,class10,133.524,class16,117.785,class8,79.838,class5,114.621,class8
117.526,class8,90.89,class6,116.084,class8,103.821,class7,94.073,class6,118.768,class8,117.563,class8,106.022,class16,140.495,class9,117.058,class8,135.363,class9
117.527,class8,88.038,class6,126.257,class8,140.34,class9,125.68,class8,141.144,class9,87.357,class6,136.046,class16,122.884,class8,128.916,class9,131.401,class9
87.385,class6,109.252,class7,164.726,class11,128.06,class9,83.272,class6,84.157,class6,101.453,class7,108.602,class16,129.053,class9,112.449,class8,104.264,class7
141.485,class9,101.493,class7,147.665,class10,95.861,class6,134.518,class9,122.584,class8,110.657,class7,98.217,class16,95.367,class6,126.832,class8,84.172,class6
151.907,class10,176.477,class12,82.178,class6,98.476,class7,80.328,class6,102.985,class7,116.117,class8,131.263,class16,87.281,class6,120.527,class8,165.757,class11
169.386,class11,86.231,class6,81.628,class6,116.728,class8,146.689,class10,135.299,class9,129.076,class9,90.576,class16,152.272,class10,75.85,class5,195.182,class13
168.988,class11,115.594,class8,113.651,class8,88.628,class6,121.447,class8,131.732,class9,87.03,class6,136.565,class16,132.416,class9,137.882,class9,91.169,class6
164.488,class11,86.323,class6,118.852,class8,173.777,class11,135.867,class9,129.773,class9,117.562,class8,92.815,class16,91.567,class6,161.16,class11,164.256,class11
140.548,class9,124.319,class8,138.23,class9,105.096,class7,83.827,class6,133.407,class9,106.732,class7,109.174,class16,118.159,class8,111.729,class7,91.198,class6
138.673,class9,137.478,class9,136.502,class9,132.685,class9,105.608,class7,98.869,class7,88.164,class6,133.296,class16,124.576,class8,137.348,class9,143.146,class9
141.494,class9,124.31,class8,145.408,class10,143.016,class9,122.774,class8,171.823,class11,127.117,class8,152.676,class16,123.912,class8,133.43,class9,147.467,class10
92.56,class6,139.198,class9,78.022,class5,90.869,class6,73.775,class5,120.87,class8,124.993,class8,89.133,class16,119.066,class8,175.601,class11,132.385,class9
90.122,class6,112.363,class8,72.623,class5,104.797,class7,127.188,class8,114.242,class8,167.65,class11,134.206,class16,184.284,class12,86.968,class6,125.317,class8
120.817,class8,83.849,class6,93.858,class6,119.659,class8,118.392,class8,145.497,class10,67.721,class5,126.918,class16,104.909,class7,129.62,class9,104.171,class7
100.874,class7,104.132,class7,184.365,class12,83.853,class6,139.235,class9,96.807,class7,109.781,class7,154.11,class16,126.619,class8,116.342,class8,90.337,class6
88.87,class6,87.589,class6,94.222,class6,163.972,class11,131.11,class9,153.933,class10,113.02,class8,103.026,class16,120.119,class8,83.957,class6,173.672,class11
108.968,class7,123.604,class8,127.027,class8,100.583,class7,151.154,class10,84.621,class6,96.862,class7,94.58,class16,78.613,class5,144.493,class10,102.985,class7
99.503,class7,147.105,class10,117.984,class8,97.842,class7,81.717,class6,88.278,class6,170.244,class11,126.146,class16,144.242,class10,77.856,class5,118.984,class8
115.363,class8,102.895,class7,59.738,class4,115.333,class8,79.178,class5,103.372,class7,123.295,class8,148.092,class16,135.162,class9,107.489,class7,148.746,class10
97.634,class7,86.12,class6,90.596,class6,154.838,class10,101.28,class7,93.824,class6,109.482,class7,120.144,class16,148.71,class10,98.321,class7,75.231,class5
96.176,class7,112.476,class8,130.531,class9,99.078,class7,80.34,class6,161.908,class11,123.126,class8,145.422,class16,187.363,class12,125.345,class8,113.736,class8
127.824,class8,106.981,class7,89.978,class6,91.799,class6,165.147,class11,101.144,class7,146.547,class10,127.255,class16,104.964,class7,99.644,class7,108.509,class7
136.765,class9,86.465,class6,106.456,class7,111.416,class7,70.779,class5,139.411,class9,77.909,class5,172.157,class16,163.367,class11,79.399,class5,101.281,class7
102.124,class7,122.999,class8,134.908,class9,130.019,class9,118.009,class8,151.408,class10,142.297,class9,115.779,class16,106.102,class7,176.45,class12,119.421,class8
84.735,class6,87.138,class6,72.842,class5,150.439,class10,105.535,class7,123.515,class8,92.964,class6,87.722,class16,117.8,class8,156.296,class10,75.279,class5
176.784,class12,88.863,class6,186.708,class12,115.336,class8,122.797,class8,156.054,class10,186.822,class12,144.968,class16,117.745,class8,90.627,class6,130.195,class9
112.955,class8,93.362,class6,91.024,class6,126.612,class8,178.698,class12,112.414,class8,175.188,class11,107.062,class16,134.418,class9,135.224,class9,143.51,class9
123.736,class8,101.3,class7,111.3,class7,106.72,class7,109.215,class7,114.026,class8,137.41,class9,118.874,class16,171.774,class11,108.219,class7,136.332,class9
120.644,class8,146.683,class10,137.761,class9,82.817,class6,119.05,class8,85.486,class6,134.994,class9,120.888,class16,97.679,class7,175.874,class11,168.108,class11
96.108,class7,91.145,class6,184.731,class12,115.924,class8,150.865,class10,157.497,class10,129.464,class9,114.503,class16,114.906,class8,61.757,class4,94.755,class6
140.834,class9,206.494,class13,120.21,class8,122.389,class8,98.175,class7,120.601,class8,136.755,class9,127.344,class16,129.32,class9,76.543,class5,133.134,class9
67.428,class5,87.13,class6,125.442,class8,140.465,class9,145.473,class10,134.845,class9,133.684,class9,155.588,class16,113.053,class8,138.801,class9,62.253,class4
135.876,class9,100.32,class7,134.823,class9,162.418,class11,99.717,class7,76.757,class5,169.534,class11,124.815,class16,118.621,class8,154.144,class10,79.207,class5
136.81,class9,110.134,class7,100.061,class7,169.918,class11,145.955,class10,117.439,class8,91.673,class6,103.697,class16,108.745,class7,119.694,class8,107.897,class7
91.475,class6,130.594,class9,172.025,class11,80.911,class6,115.763,class8,143.416,class9,83.457,class6,132.373,class16,94.195,class6,132.285,class9,104.569,class7
143.63,class9,62.201,class4,174.163,class11,119.739,class8,126.994,class8,92.259,class6,134.338,class9,79.265,class16,120.034,class8,180.528,class12,85.969,class6
